learnerID,school_year,Age,Filipino 1,English 1,Math 1,Aral Pan 1,Filipino 2,English 2,Math 2,Aral Pan 2,Filipino 3,English 3,Math 3,Science 3,Aral Pan 3,Filipino 4,English 4,Math 4,Science 4,Aral Pan 4,Filipino 5,English 5,Math 5,Science 5,Aral Pan 5,Gender_F,Gender_M,Mother Tongue_Cebuano / Sinugbuanong Binisay,Mother Tongue_English,Mother Tongue_Hiligaynon,Mother Tongue_Ilocano,Mother Tongue_Kamayo,Mother Tongue_Kapampangan,Mother Tongue_Maranao,Mother Tongue_Pangasinan,Mother Tongue_Tagalog,Nutritional Status_Normal,Nutritional Status_Obese,Nutritional Status_Overweight,Nutritional Status_Severely Wasted,Nutritional Status_Wasted,MPS
LANES25-014,1,11,92.0,92.0,92.0,92.0,91.0,91.0,92.0,88.0,91.0,88.0,90.0,90.0,89.0,89,90,88,90,92,84.65789474,90,89,89,91,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
BES24-033,0,11,75.0,75.0,75.0,75.0,78.0,76.0,77.0,77.0,78.0,76.0,77.0,77.0,76.0,81,81,81,81,81,75.0,75,75,75,75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UICS25-301,1,12,85.0,86.0,84.0,84.0,86.0,84.0,84.0,87.0,85.0,83.0,83.0,85.0,86.0,84,84,84,84,84,86.0,84,84,84,84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,66.82
NAN25-071,1,14,83.0,95.0,95.0,75.0,95.0,92.0,88.0,88.0,92.0,89.0,75.0,83.0,77.0,75,84,88,83,76,87.0,77,75,82,80,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
UICS25-328,1,12,87.0,84.0,88.0,88.0,88.0,88.0,88.0,88.0,89.0,88.0,89.0,87.0,87.0,88,88,89,88,87,92.0,92,92,91,92,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-289,1,11,88.0,88.0,88.0,90.0,87.0,89.0,88.0,86.0,89.0,85.0,85.0,85.0,85.0,82,81,78,84,86,81.0,80,80,80,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC24-020,0,12,90.0,88.0,89.0,91.0,91.0,91.0,91.0,91.0,92.0,92.0,93.0,93.0,93.0,91,95,93,96,93,92.0,93,93,91,90,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.93
BES25-080,1,11,81.0,79.0,79.0,81.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78,78,78,78,76,77.0,77,77,77,77,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-309,1,11,91.0,91.0,89.0,88.0,89.0,89.0,88.0,87.0,87.0,86.0,86.0,86.0,86.0,91,91,91,92,92,90.0,90,89,90,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-218,1,11,80.0,83.0,85.0,84.0,84.0,92.0,89.0,92.0,84.91689751,90.0,87.0,86.0,88.0,90,89,83,82,82,82.0,84,81,81,81,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS24-044,0,12,88.0,90.0,86.0,88.0,88.0,89.0,87.0,89.0,89.0,89.0,87.0,87.0,88.0,92,92,90,90,90,87.0,86,85,85,83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74.03
BES24-001,0,11,81.0,79.0,80.0,86.0,83.0,81.0,81.0,83.0,82.0,82.0,82.0,81.0,81.0,84,83,83,82,82,86.0,82,85,84,86,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UICS25-058,1,11,89.0,89.0,89.0,91.0,90.0,89.0,89.0,90.0,89.0,88.0,88.0,87.0,87.0,88,88,88,86,86,86.0,86,86,87,87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
DCBMES25-002,1,12,87.0,86.0,86.0,87.0,82.0,78.0,82.0,81.0,80.0,81.0,81.0,80.0,80.0,90,87,83,89,88,88.0,87,88,87,87,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.59
UICS25-290,1,13,76.0,77.0,76.0,76.0,81.0,80.0,80.0,81.0,77.0,76.0,76.0,77.0,77.0,81,81,81,81,85,87.0,86,80,83,86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-337,1,12,81.0,80.0,84.0,83.0,83.0,83.0,85.0,83.0,83.0,82.0,83.0,82.0,83.0,87,87,88,86,86,86.0,88,88,86,86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-194,1,11,85.0,83.0,85.0,84.0,86.0,90.0,84.0,85.0,83.0,82.0,82.0,82.0,83.0,83,82,84,82,83,81.0,81,80,80,81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-132,1,11,82.0,81.0,83.0,83.0,82.0,82.0,82.0,82.0,85.0,85.0,85.0,85.0,85.0,84,82,81,84,84,84.0,85,83,85,85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
NAN25-057,1,14,88.0,76.0,85.0,76.0,83.0,88.0,91.0,95.0,94.0,84.0,83.0,75.0,93.0,81,76,82,76,84,82.0,88,80,84,87,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,58.64
UISC25-081,1,11,98.0,97.0,98.0,97.0,92.0,91.0,91.0,92.0,90.0,93.0,93.0,93.0,92.0,87,94,93,91,89,91.0,90,92,90,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
BES25-124,1,11,81.0,80.0,80.0,79.0,80.0,80.0,80.0,80.0,77.0,77.0,77.0,77.0,77.0,80,78,77,77,80,79.0,78,78,78,79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-313,1,11,85.0,82.0,84.0,87.0,88.0,88.0,89.0,89.0,87.0,88.0,88.0,87.0,87.0,85,81,85,85,85,88.0,88,90,89,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-119,1,11,94.0,94.0,93.0,95.0,95.0,94.0,95.0,96.0,94.0,95.0,95.0,94.0,94.0,96,96,95,96,96,93.0,94,94,96,93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,72.08
UICS24-042,0,11,86.0,85.0,87.0,86.0,87.0,86.0,86.0,86.0,85.0,84.0,85.0,84.0,85.0,86,85,85,85,86,85.0,86,84,84,84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
UICS25-059,1,11,90.0,91.0,88.0,87.0,89.0,88.0,86.0,85.0,87.0,87.0,87.0,86.0,86.0,91,92,91,91,91,91.0,90,86,88,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC25-007,1,11,94.0,94.0,94.0,94.0,94.0,94.0,94.0,93.0,93.0,94.0,93.0,93.0,92.0,93,94,95,94,93,93.0,92,93,92,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
BES25-034,1,12,91.0,87.0,89.0,90.0,84.0,82.0,83.0,84.0,81.0,81.0,81.0,81.0,81.0,85,84,85,83,85,87.0,84,86,86,85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-088,1,12,90.0,90.0,90.0,90.0,91.0,89.0,91.0,90.0,87.0,87.0,88.0,87.0,87.0,91,92,91,92,91,89.0,89,90,89,93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-013,1,11,86.0,86.0,86.0,86.0,92.0,92.0,92.0,91.0,92.0,92.0,91.0,92.0,92.0,92,89,94,91,89,90.0,89,91,90,89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,80.54
BES24-044,0,11,88.0,88.0,87.0,87.0,86.0,86.0,85.0,88.0,86.0,86.0,85.0,84.0,86.0,88,87,87,88,87,88.0,90,90,88,87,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
BES25-108,1,11,84.0,82.0,86.0,83.0,83.0,83.0,83.0,84.0,82.0,82.0,81.0,82.0,82.0,81,80,80,80,82,87.0,86,87,87,86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.54
LANES25-147,1,12,85.0,85.0,81.0,84.0,77.0,77.0,77.0,77.0,79.0,77.0,79.0,78.0,77.0,81,82,76,79,82,83.0,82,84,83,82,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
NAN25-015,1,11,89.0,88.0,89.0,89.0,85.0,85.0,85.0,84.0,80.0,81.0,78.0,77.0,80.0,86,86,86,93,87,88.0,88,88,88,87,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.64
UICS25-101,1,12,79.0,78.0,78.0,77.0,77.0,76.0,77.0,79.0,82.0,81.0,81.0,81.0,82.0,84,83,81,79,83,81.0,81,81,82,82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
LANES25-139,1,11,76.0,78.0,76.0,77.0,86.0,85.0,88.0,86.0,89.0,89.0,89.0,89.0,89.0,87,84,85,86,85,84.0,86,86,85,85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.7
UISC25-109,1,11,79.0,79.0,79.0,80.0,84.0,83.0,83.0,85.0,84.0,86.0,83.0,84.0,84.0,87,90,89,86,89,90.0,90,88,89,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
DAPSMECSE25-012,1,11,76.0,75.0,76.0,76.0,79.0,79.0,78.0,83.0,83.0,84.0,84.0,86.0,84.0,80,79,79,79,80,83.0,81,82,80,84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.71
NAN25-016,1,11,88.0,89.0,88.0,87.0,90.0,88.0,89.0,91.0,92.0,92.0,91.0,91.0,92.0,91,90,89,90,90,95.0,92,91,91,91,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
LANES25-133,1,12,87.0,86.0,82.0,84.0,87.0,86.0,88.0,86.0,86.0,86.0,85.0,85.0,86.0,86,83,83,85,85,90.0,89,90,90,92,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.7
UICS25-298,1,12,87.0,87.0,89.0,89.0,90.0,89.0,89.0,89.0,87.0,86.0,87.0,86.0,86.0,82,81,80,80,80,84.0,82,82,82,83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
DCBMES25-013,1,11,87.0,85.0,85.0,85.0,92.0,90.0,89.0,91.0,89.0,89.0,89.0,90.0,90.0,88,89,87,90,89,91.0,91,92,91,90,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.59
LANES25-128,1,11,80.0,79.0,81.0,82.0,77.0,76.0,77.0,78.0,80.0,79.0,79.0,78.0,78.0,80,80,81,77,80,81.0,79,79,79,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
DAPSMECSE25-011,1,12,88.0,88.0,86.0,87.0,88.0,88.0,88.0,87.0,95.0,87.0,87.0,89.0,89.0,88,88,87,87,87,90.0,89,86,90,88,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.71
UICS25-209,1,11,88.0,88.0,88.0,87.0,87.0,84.0,84.0,83.0,84.91689751,83.0,85.0,84.0,86.0,84,84,80,80,80,80.0,81,86,82,81,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-079,1,12,83.90609137,82.97468354,83.60759494,84.18387909,91.0,90.0,90.0,90.0,93.0,92.0,91.0,91.0,92.0,91,90,87,87,87,89.0,90,89,89,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,66.82
LANES24-014,0,13,83.0,82.0,84.0,85.0,88.0,87.0,88.0,86.0,87.0,83.0,84.0,84.0,84.0,85,84,84,84,84,87.0,87,87,87,86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
NAN25-056,1,11,81.0,81.0,76.0,77.0,84.0,75.0,84.0,89.0,88.0,90.0,83.0,75.0,81.0,88,91,82,94,91,87.0,75,94,91,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,58.64
BES24-026,0,12,81.0,80.0,83.0,86.0,83.0,82.0,82.0,84.0,82.0,82.0,84.0,81.0,83.0,84,83,84,83,85,88.0,83,84,84,84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
LANES25-131,1,12,79.0,80.0,80.0,79.0,76.0,76.0,76.0,76.0,78.0,78.0,79.0,78.0,79.0,82,81,82,80,81,76.0,76,76,76,77,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-229,1,13,83.90609137,82.97468354,83.60759494,92.0,92.0,89.0,91.0,91.0,84.91689751,91.0,90.0,88.0,89.0,88,91,87,85,87,81.0,89,87,89,88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS24-047,0,12,88.0,84.0,86.0,87.0,87.0,87.0,88.0,87.0,87.0,87.0,86.0,86.0,86.0,84,83,83,83,84,87.0,86,83,85,83,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
UISC25-046,1,12,93.0,92.0,91.0,95.0,96.0,95.0,95.0,94.0,95.0,95.0,95.0,95.0,96.0,95,96,93,94,95,93.0,96,94,95,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
BES25-140,1,11,78.0,83.0,76.0,77.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,81,80,80,80,80,81.0,80,81,81,81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-287,1,12,84.0,83.0,84.0,83.0,88.0,86.0,86.0,87.0,87.0,85.0,85.0,86.0,87.0,91,91,92,91,91,89.0,87,86,87,91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-082,1,11,87.0,87.0,89.0,89.0,90.0,89.0,89.0,89.0,90.0,89.0,88.0,87.0,87.0,93,93,91,89,90,92.0,92,89,91,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
DAFSIS25-008,1,11,86.0,87.0,86.0,85.0,84.0,85.0,84.0,85.0,87.0,87.0,87.0,86.0,87.0,84,84,84,83,84,82.0,83,80,82,79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
UISC25-085,1,11,91.0,89.0,90.0,90.0,91.0,90.0,90.0,91.0,93.0,92.0,93.0,92.0,93.0,88,91,91,92,90,93.0,93,93,91,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
BES25-198,1,11,90.0,92.0,89.0,89.0,85.0,84.0,84.0,84.0,84.0,84.0,84.0,82.0,84.0,83,81,79,79,83,84.0,83,84,83,83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES24-023,0,11,83.0,82.0,84.0,85.0,87.0,88.0,87.0,88.0,85.0,86.0,86.0,83.0,84.0,85,84,84,84,85,89.0,88,88,89,88,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UICS25-399,1,12,78.0,78.0,78.0,79.0,85.0,84.0,83.0,84.0,82.0,81.0,81.0,81.0,83.0,84,84,86,84,84,84.0,84,82,84,84,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-139,1,11,77.0,75.0,76.0,77.0,79.0,79.0,79.0,79.0,77.0,76.0,76.0,76.0,76.0,79,79,79,79,79,80.0,79,80,79,80,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES25-107,1,11,91.0,92.0,90.0,91.0,87.0,88.0,88.0,89.0,87.0,87.0,87.0,87.0,87.0,87,86,87,86,87,88.0,84,89,87,87,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES25-060,1,11,86.0,85.0,81.0,81.0,81.0,81.0,81.0,81.0,84.0,83.0,82.0,82.0,81.0,84,83,82,82,82,85.0,84,83,84,84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.7
UICS25-378,1,12,83.0,84.0,85.0,85.0,86.0,84.0,84.0,84.0,86.0,86.0,87.0,85.0,87.0,85,83,83,83,84,82.0,82,79,80,82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-119,1,11,77.0,76.0,77.0,78.0,79.0,77.0,79.0,79.0,77.0,77.0,77.0,77.0,78.0,82,82,83,82,82,81.0,80,80,81,82,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES25-072,1,11,83.0,83.0,83.0,85.0,83.0,85.0,85.0,85.0,85.0,84.0,84.0,84.0,85.0,85,83,83,83,85,83.0,82,83,82,83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
DAFSIS25-036,1,12,80.0,79.0,81.0,82.0,85.0,83.0,84.0,85.0,81.0,81.0,81.0,81.0,81.0,78,78,79,77,78,81.0,80,81,79,79,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
BES25-213,1,11,77.0,76.0,75.0,76.0,82.0,81.0,82.0,82.0,77.0,77.0,77.0,77.0,78.0,82,80,81,82,82,82.0,81,81,82,83,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
NAN25-012,1,11,90.0,91.0,90.0,89.0,91.0,88.0,90.0,90.0,93.0,89.0,90.0,90.0,90.0,91,91,91,92,91,93.0,93,93,92,91,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
LANES25-136,1,11,91.0,92.0,92.0,92.0,92.0,92.0,92.0,93.0,90.0,90.0,90.0,90.0,90.0,92,91,91,92,90,91.0,91,91,90,92,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
BES24-005,0,11,80.0,80.0,80.0,80.0,78.0,77.0,77.0,78.0,82.0,82.0,82.0,83.0,83.0,83,82,81,82,82,85.0,84,84,85,83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
LANES25-103,1,11,83.0,79.0,76.0,78.0,77.0,77.0,77.0,77.0,81.0,79.0,81.0,79.0,80.0,84,84,81,82,81,86.0,85,82,84,83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-051,1,12,86.0,86.0,85.0,89.0,91.0,90.0,90.0,90.0,92.0,92.0,92.0,91.0,92.0,88,86,87,85,86,90.0,90,90,89,91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC24-015,0,11,93.0,90.0,91.0,91.0,92.0,92.0,92.0,92.0,93.0,93.0,93.0,94.0,93.0,95,95,96,94,94,95.0,93,93,93,93,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.93
UICS24-049,0,12,81.0,80.0,80.0,80.0,84.0,82.0,82.0,83.0,84.0,82.0,82.0,84.0,84.0,82,82,82,82,81,84.0,84,84,84,84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
UICS24-039,0,12,81.0,81.0,81.0,81.0,83.0,81.0,81.0,82.0,82.0,81.0,80.0,79.0,81.0,83,83,82,83,84,86.0,86,86,86,86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
BES25-089,1,11,76.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0,78,78,78,78,78,77.0,77,77,77,77,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES24-016,0,11,81.0,80.0,81.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,81.0,82.0,81.0,83,83,82,83,83,86.0,84,84,84,86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
DCBMES25-020,1,11,82.0,78.0,80.0,78.0,81.0,79.0,79.0,82.0,83.0,82.0,80.0,81.0,83.0,85,80,82,83,79,86.0,84,86,83,84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.59
BES25-156,1,11,90.0,91.0,91.0,91.0,87.0,87.0,87.0,86.0,87.0,86.0,86.0,87.0,87.0,89,90,87,89,89,90.0,90,91,90,88,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES24-028,0,11,86.0,84.0,87.0,87.0,85.0,85.0,85.0,83.0,86.0,85.0,86.0,86.0,86.0,86,85,85,87,86,87.0,86,87,87,86,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
UISC25-087,1,11,92.0,94.0,94.0,95.0,91.0,92.0,91.0,92.0,92.0,93.0,92.0,92.0,93.0,96,95,93,94,92,94.0,94,90,94,92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UISC24-029,0,11,92.0,89.0,81.0,87.0,87.0,90.0,89.0,91.0,93.0,92.0,92.0,93.0,93.0,91,90,89,89,90,91.0,90,89,90,90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,76.93
BES24-013,0,11,81.0,81.0,80.0,81.0,78.0,76.0,76.0,77.0,83.0,83.0,81.0,80.0,82.0,85,85,83,83,85,83.0,83,84,83,83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UICS25-144,1,12,87.0,81.0,85.0,87.0,86.0,85.0,88.0,86.0,89.0,86.0,87.0,89.0,87.0,86,88,83,88,84,87.0,81,77,80,80,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-164,1,11,90.0,90.0,90.0,89.0,90.0,89.0,89.0,89.0,92.0,93.0,93.0,92.0,92.0,91,90,92,91,91,91.0,91,90,91,89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,80.54
NAN25-020,1,12,85.0,84.0,83.0,84.0,83.0,82.0,82.0,84.0,81.0,79.0,79.0,79.0,80.0,81,80,79,79,80,87.0,86,85,86,84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
LANES24-022,0,11,81.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,83.0,82.0,82.0,81.0,81.0,85,84,83,89,83,86.0,85,84,86,87,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
