learnerID,School,Age,Filipino 1,English 1,Math 1,Aral Pan 1,Filipino 2,English 2,Math 2,Aral Pan 2,Filipino 3,English 3,Math 3,Science 3,Aral Pan 3,Filipino 4,English 4,Math 4,Science 4,Aral Pan 4,Filipino 5,English 5,Math 5,Science 5,Aral Pan 5,school_year,Filipino_avg,English_avg,Math_avg,AralPan_avg,Science_avg,Gender_F,Gender_M,Mother Tongue_Cebuano / Sinugbuanong Binisay,Mother Tongue_English,Mother Tongue_Hiligaynon,Mother Tongue_Ilocano,Mother Tongue_Kamayo,Mother Tongue_Kapampangan,Mother Tongue_Maranao,Mother Tongue_Pangasinan,Mother Tongue_Tagalog,Nutritional Status_Normal,Nutritional Status_Obese,Nutritional Status_Overweight,Nutritional Status_Severely Wasted,Nutritional Status_Wasted,MPS
LANES25-073,Lananpin Elementary School,11,80.0,80.0,81.0,81.0,82.0,81.0,83.0,81.0,81.0,79.0,81.0,79.0,80.0,81,80,81,80,80,83.0,82,82,82,83,1,81.4,80.4,81.6,81.0,80.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-107,Urdaneta I Central School,14,87.0,86.0,89.0,88.0,83.0,81.0,84.0,82.0,79.0,78.0,79.0,78.0,78.0,78,77,77,78,78,81.0,81,80,80,83,1,81.6,80.6,81.8,81.8,78.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.82
BES24-024,Badipa Elementary School,11,88.0,85.0,88.0,89.0,88.0,87.0,86.0,87.0,88.0,87.0,87.0,85.0,88.0,88,88,87,87,87,89.0,88,88,89,88,0,88.2,87.0,87.2,87.8,87.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
BES25-071,Badipa Elementary School,11,78.0,77.0,78.0,86.0,80.0,80.0,80.0,80.0,81.0,80.0,79.0,79.0,81.0,85,82,81,81,82,88.0,84,84,85,84,1,82.4,80.6,80.4,82.6,81.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-168,Urdaneta I Central School,11,81.0,82.0,79.0,81.0,81.0,82.0,78.0,81.0,85.0,83.0,83.0,80.0,82.0,84,83,84,83,84,82.0,82,80,81,82,1,82.6,82.4,80.8,82.0,81.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
DAFSIS25-002,Don Alipio Fernandez Sr. Integrated School,11,80.0,79.0,79.0,79.0,80.0,81.0,80.0,81.0,81.0,82.0,82.0,82.0,82.0,80,80,81,79,80,90.0,87,88,85,88,1,82.2,81.8,82.0,82.0,82.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
UICS25-114,Urdaneta I Central School,11,88.0,87.0,88.0,87.0,87.0,87.0,86.0,87.0,86.0,85.0,85.0,85.0,86.0,83,82,82,82,83,86.0,86,88,87,86,1,86.0,85.4,85.8,85.8,84.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-043,Urdaneta I Central School,12,88.0,87.0,87.0,92.0,92.0,89.0,89.0,89.0,92.0,92.0,91.0,93.0,92.0,88,90,88,85,88,90.0,85,85,84,86,1,90.0,88.6,88.0,89.4,87.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-149,Badipa Elementary School,11,90.0,91.0,89.0,89.0,86.0,83.0,85.0,86.0,86.0,85.0,85.0,85.0,85.0,89,89,90,90,89,89.0,89,92,88,87,1,88.0,87.4,88.2,87.2,87.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES25-095,Lananpin Elementary School,11,85.0,83.0,86.0,85.0,86.0,85.0,86.0,86.0,87.0,87.0,86.0,87.0,87.0,88,87,88,88,87,84.0,85,86,86,86,1,86.0,85.4,86.4,86.2,87.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
LANES25-027,Lananpin Elementary School,11,78.0,79.0,78.0,78.0,81.0,82.0,81.0,82.0,82.0,81.0,81.0,81.0,82.0,76,78,78,78,80,80.0,78,78,78,79,1,79.4,79.6,79.2,80.2,79.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UICS25-075,Urdaneta I Central School,12,91.0,93.0,91.0,89.0,90.0,89.0,89.0,90.0,89.0,88.0,88.0,88.0,88.0,92,92,91,92,91,91.0,92,86,90,90,1,90.6,90.8,89.0,89.6,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-062,Badipa Elementary School,12,86.0,83.0,85.0,85.0,85.0,84.0,85.0,85.0,84.0,83.0,84.0,83.0,83.0,85,85,85,85,85,82.0,81,82,82,82,1,84.4,83.2,84.2,84.0,83.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
BES25-102,Badipa Elementary School,11,75.0,75.0,75.0,75.0,80.0,80.0,80.0,80.0,81.0,80.0,81.0,79.0,79.0,76,75,76,77,78,78.0,78,78,78,78,1,78.0,77.6,78.0,78.0,78.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UISC25-012,Urdaneta City SPED Center,11,91.0,89.0,89.0,91.0,92.0,91.0,91.0,91.0,93.0,92.0,93.0,93.0,93.0,94,95,94,95,93,94.0,93,93,92,92,1,92.8,92.0,92.0,92.0,93.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
LANES25-035,Lananpin Elementary School,11,82.0,80.0,82.0,82.0,84.0,85.0,86.0,84.0,83.0,83.0,84.0,82.0,83.0,83,83,83,82,82,78.0,78,77,77,77,1,82.0,81.8,82.4,81.6,80.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
UISC25-036,Urdaneta City SPED Center,12,83.0,83.0,87.0,86.0,86.0,85.0,86.0,85.0,88.0,88.0,88.0,88.0,87.0,84,84,84,84,83,88.0,88,87,87,87,1,85.8,85.6,86.4,85.6,86.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
UICS25-080,Urdaneta I Central School,11,77.0,75.0,78.0,78.0,80.0,79.0,79.0,81.0,78.0,77.0,77.0,77.0,80.0,80,80,81,80,81,80.0,78,78,78,80,1,79.0,77.8,78.6,80.0,78.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-363,Urdaneta I Central School,12,86.0,80.0,86.0,90.0,88.0,84.0,85.0,88.0,86.0,85.0,85.0,85.0,86.0,80,79,79,80,80,83.0,82,82,82,82,1,84.6,82.0,83.4,85.2,82.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
NAN25-055,Nancayasan Elementary School,13,95.0,83.0,75.0,90.0,95.0,94.0,94.0,81.0,90.0,75.0,95.0,94.0,80.0,95,78,95,91,86,79.0,80,79,92,77,1,90.8,82.0,87.6,82.8,92.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,58.64
DAPSMECSE25-015,Don Amadeo Perez Sr. Memorial Elementary School - East,11,75.0,75.0,75.0,78.0,77.0,77.0,77.0,79.0,80.0,79.0,80.0,79.0,80.0,81,81,80,79,78,81.0,81,82,83,83,1,78.8,78.6,78.8,79.6,80.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.71
UICS25-199,Urdaneta I Central School,10,82.0,81.0,82.0,84.0,81.0,80.0,80.0,82.0,82.0,81.0,81.0,82.0,82.0,81,80,80,85,79,83.0,82,83,82,83,1,81.8,80.8,81.2,82.0,83.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-129,Badipa Elementary School,11,79.0,79.0,78.0,78.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,76.0,77.0,80,81,80,80,80,79.0,79,79,79,79,1,78.0,78.4,78.0,78.0,78.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-226,Urdaneta I Central School,12,84.0,81.0,86.0,84.0,84.0,81.0,80.0,82.0,84.91689751,82.0,87.0,83.0,79.0,84,77,80,80,81,81.0,82,82,79,80,1,83.583379502,80.6,83.0,81.2,80.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.82
BES25-126,Badipa Elementary School,11,89.0,85.0,86.0,86.0,83.0,81.0,83.0,84.0,83.0,82.0,82.0,83.0,83.0,80,79,80,80,80,80.0,79,79,79,80,1,83.0,81.2,82.0,82.6,80.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-135,Urdaneta I Central School,11,85.0,85.0,83.0,84.0,86.0,84.0,83.0,85.0,83.0,82.0,82.0,83.0,83.0,85,84,83,83,85,87.0,86,85,87,83,1,85.2,84.2,83.2,84.0,84.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-111,Badipa Elementary School,11,81.0,80.0,81.0,81.0,82.0,80.0,81.0,82.0,78.0,78.0,78.0,78.0,78.0,79,79,79,80,79,80.0,79,79,79,79,1,80.0,79.2,79.6,79.8,79.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS24-040,Urdaneta I Central School,12,94.0,93.0,91.0,91.0,89.0,89.0,89.0,89.0,88.0,88.0,88.0,88.0,87.0,86,85,85,86,87,87.0,84,86,81,84,0,88.8,87.8,87.8,87.6,85.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.03
LANES25-015,Lananpin Elementary School,12,86.0,85.0,86.0,86.0,88.0,87.0,87.0,88.0,88.0,88.0,87.0,88.0,88.0,87,88,86,87,87,86.0,87,87,88,89,1,87.0,87.0,86.6,87.6,87.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
DAFSIS25-019,Don Alipio Fernandez Sr. Integrated School,11,87.0,86.0,86.0,86.0,87.0,86.0,84.0,86.0,89.0,88.0,87.0,88.0,89.0,89,88,90,88,89,96.0,93,92,94,93,1,89.6,88.2,87.8,88.6,90.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
UISC25-072,Urdaneta City SPED Center,11,93.0,92.0,92.0,90.0,96.0,95.0,95.0,95.0,95.0,95.0,95.0,94.0,95.0,95,95,95,94,95,94.0,95,93,93,92,1,94.6,94.4,94.0,93.4,93.66666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,72.08
NAN25-058,Nancayasan Elementary School,13,82.0,95.0,78.0,79.0,92.0,94.0,75.0,93.0,83.0,82.0,75.0,91.0,93.0,94,76,83,89,84,90.0,79,94,93,90,1,88.2,85.2,81.0,87.8,91.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,58.64
UICS25-263,Urdaneta I Central School,11,81.0,79.0,81.0,87.0,82.0,81.0,81.0,83.0,82.0,82.0,81.0,81.0,83.0,86,85,85,85,86,87.0,86,85,87,87,1,83.6,82.6,82.6,85.2,84.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-275,Urdaneta I Central School,11,80.0,79.0,80.0,82.0,84.0,83.0,83.0,84.0,84.0,83.0,84.0,83.0,84.0,80,79,79,79,80,81.0,81,81,80,81,1,81.8,81.0,81.4,82.2,80.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,66.82
BES25-179,Badipa Elementary School,11,95.0,94.0,94.0,91.0,93.0,94.0,92.0,94.0,96.0,95.0,95.0,95.0,93.0,89,88,86,88,88,91.0,90,91,91,91,1,92.8,92.2,91.6,91.4,91.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-334,Urdaneta I Central School,11,91.0,86.0,86.0,91.0,92.0,91.0,92.0,92.0,90.0,90.0,90.0,90.0,90.0,87,86,85,85,87,88.0,88,88,88,90,1,89.6,88.2,88.2,90.0,87.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-077,Badipa Elementary School,12,77.0,76.0,75.0,76.0,76.0,76.0,75.0,76.0,78.0,78.0,78.0,78.0,78.0,79,78,77,79,78,79.0,79,79,79,79,1,77.8,77.4,76.8,77.4,78.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-321,Urdaneta I Central School,11,89.0,88.0,88.0,89.0,87.0,86.0,85.0,88.0,84.0,84.0,84.0,83.0,83.0,85,85,85,86,85,84.0,84,84,82,84,1,85.8,85.4,85.2,85.8,83.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,66.82
DAFSIS25-029,Don Alipio Fernandez Sr. Integrated School,11,87.0,86.0,82.0,89.0,90.0,91.0,91.0,90.0,91.0,90.0,90.0,90.0,90.0,81,81,83,83,84,85.0,86,82,85,86,1,86.8,86.8,85.6,87.8,86.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,73.08
UICS25-054,Urdaneta I Central School,11,87.0,86.0,86.0,85.0,88.0,87.0,88.0,88.0,87.0,86.0,87.0,86.0,87.0,90,90,90,91,91,89.0,87,85,87,89,1,88.2,87.2,87.2,88.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-157,Urdaneta I Central School,11,78.0,78.0,78.0,78.0,82.0,80.0,81.0,81.0,79.0,79.0,79.0,80.0,80.0,78,78,78,78,78,79.0,78,78,78,79,1,79.2,78.6,78.8,79.2,78.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES24-045,Badipa Elementary School,11,76.0,76.0,77.0,79.0,81.0,80.0,81.0,83.0,80.0,79.0,79.0,79.0,79.0,80,79,79,79,80,83.0,79,79,79,76,0,80.0,78.6,79.0,79.4,79.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.7
UICS25-329,Urdaneta I Central School,11,85.0,81.0,82.0,85.0,88.0,86.0,90.0,89.0,87.0,85.0,85.0,86.0,88.0,84,83,83,83,84,87.0,87,88,87,87,1,86.2,84.4,85.6,86.6,85.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-373,Urdaneta I Central School,11,78.0,77.0,77.0,79.0,83.0,81.0,82.0,82.0,83.0,84.0,80.0,80.0,85.0,81,80,80,80,82,82.0,82,83,83,83,1,81.4,80.8,80.4,82.2,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-155,Urdaneta I Central School,11,78.0,78.0,78.0,78.0,81.0,81.0,82.0,82.0,85.0,83.0,82.0,80.0,81.0,76,76,75,75,76,76.0,76,76,76,77,1,79.2,78.8,78.6,78.8,77.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
DCBMES25-009,Don Clemente Blanco Memorial Elementary School,11,82.0,79.0,81.0,79.0,76.0,75.0,76.0,76.0,77.0,77.0,77.0,78.0,77.0,86,84,85,85,84,85.0,85,86,85,83,1,81.2,80.0,81.0,79.8,82.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.59
UICS25-187,Urdaneta I Central School,11,87.0,87.0,87.0,86.0,87.0,82.0,87.0,88.0,85.0,86.0,86.0,87.0,86.0,86,86,85,85,86,80.0,84,84,84,88,1,85.0,85.0,85.8,86.8,85.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UISC24-033,Urdaneta City SPED Center,11,91.0,88.0,87.0,90.0,90.0,89.0,93.0,90.0,91.0,89.0,90.0,88.0,93.0,95,95,94,93,94,94.0,94,93,93,93,0,92.2,91.0,91.4,92.0,91.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.93
BES25-194,Badipa Elementary School,11,87.0,88.0,86.0,88.0,87.0,86.0,86.0,87.0,88.0,87.0,87.0,87.0,87.0,87,87,87,88,88,87.0,87,87,86,87,1,87.2,87.0,86.6,87.4,87.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
DAPSMECSE25-018,Don Amadeo Perez Sr. Memorial Elementary School - East,11,88.0,88.0,86.0,87.0,88.0,88.0,88.0,87.0,90.0,87.0,87.0,89.0,89.0,88,88,87,87,87,90.0,89,86,90,88,1,88.8,88.0,86.8,87.6,88.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,75.71
DAPSMECSE24-001,Don Amadeo Perez Sr. Memorial Elementary School - East,12,76.0,76.0,78.0,75.0,77.0,78.0,77.0,77.0,88.0,88.0,89.0,89.0,90.0,89,86,83,85,84,84.0,88,83,84,84,0,82.8,83.2,82.0,82.0,86.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.17
BES25-057,Badipa Elementary School,12,85.0,85.0,82.0,84.0,87.0,85.0,86.0,88.0,86.0,86.0,86.0,86.0,86.0,86,86,84,82,84,85.0,83,85,85,85,1,85.8,85.0,84.6,85.4,84.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
LANES24-004,Lananpin Elementary School,13,84.0,83.0,85.0,84.0,85.0,85.0,84.0,84.0,77.0,76.0,77.0,76.0,77.0,76,76,75,75,76,84.0,82,86,81,84,0,81.2,80.4,81.4,81.0,77.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,78.31
BES25-007,Badipa Elementary School,12,85.0,84.0,83.0,82.0,88.0,88.0,92.0,88.0,90.0,90.0,90.0,89.0,90.0,88,87,89,87,88,87.0,87,88,89,87,1,87.6,87.2,88.4,87.0,88.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-213,Urdaneta I Central School,11,86.0,83.0,87.0,85.0,85.0,87.0,87.0,88.0,84.91689751,89.0,87.0,86.0,87.0,87,86,88,87,87,87.0,85,85,85,85,1,85.983379502,86.0,86.8,86.4,86.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-214,Badipa Elementary School,11,79.0,80.0,78.0,78.0,78.0,78.0,77.0,78.0,82.0,81.0,81.0,82.0,82.0,82,81,81,81,83,83.0,81,82,82,81,1,80.8,80.2,79.8,80.4,81.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80.54
UICS25-306,Urdaneta I Central School,12,91.0,89.0,91.0,90.0,89.0,88.0,89.0,87.0,85.0,85.0,86.0,86.0,87.0,88,86,86,88,87,87.0,89,87,88,88,1,88.0,87.4,87.8,87.8,87.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-092,Urdaneta I Central School,11,79.0,82.0,79.0,79.0,85.0,84.0,87.0,85.0,85.0,84.0,84.0,86.0,85.0,85,86,85,84,86,81.0,79,79,81,80,1,83.0,83.0,82.8,83.0,83.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,66.82
UICS24-023,Urdaneta I Central School,12,77.0,76.0,77.0,76.0,80.0,79.0,84.44144144144144,79.0,80.0,79.0,80.0,80.0,80.0,80,79,80,81,81,83.0,81,81,81,83,0,80.0,78.8,80.48828828828829,79.8,80.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.03
NAN25-053,Nancayasan Elementary School,12,88.0,90.0,86.0,80.0,95.0,85.0,82.0,76.0,95.0,82.0,83.0,90.0,89.0,81,84,84,87,83,75.0,86,80,94,81,1,86.8,85.4,83.0,81.8,90.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.64
BES25-003,Badipa Elementary School,12,84.0,83.0,84.0,85.0,86.0,85.0,84.0,85.0,81.0,80.0,81.0,81.0,81.0,87,85,87,84,85,89.0,86,88,86,86,1,85.4,83.8,84.8,84.4,83.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-097,Urdaneta I Central School,12,90.0,84.0,84.0,91.0,92.0,92.0,92.0,93.0,90.0,90.0,91.0,91.0,91.0,88,86,87,85,84,88.0,88,89,88,90,1,89.6,88.0,88.6,89.8,88.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-063,Badipa Elementary School,11,86.0,83.0,84.0,85.0,84.0,85.0,85.0,82.0,79.0,79.0,78.0,79.0,80.0,87,88,82,86,87,88.0,88,86,88,87,1,84.8,84.6,83.0,84.2,84.33333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-073,Urdaneta I Central School,11,87.0,87.0,89.0,90.0,88.0,89.0,86.0,90.0,90.0,90.0,90.0,90.0,90.0,90,91,88,87,89,90.0,89,90,89,90,1,89.0,89.2,88.6,89.8,88.66666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
BES25-112,Badipa Elementary School,11,79.0,78.0,79.0,80.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,79,79,78,78,79,81.0,80,80,80,81,1,78.6,78.2,78.2,78.8,78.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-391,Urdaneta I Central School,11,89.0,90.0,90.0,91.0,92.0,92.0,93.0,92.0,93.0,92.0,92.0,91.0,92.0,89,89,88,88,87,91.0,90,90,90,91,1,90.8,90.6,90.6,90.6,89.66666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS24-064,Urdaneta I Central School,12,77.0,76.0,78.0,80.0,77.0,76.0,78.0,78.0,75.0,75.0,76.0,77.0,78.0,83,81,80,78,78,83.0,81,80,79,77,0,79.0,77.8,78.4,78.2,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,74.03
BES25-098,Badipa Elementary School,11,86.0,83.0,83.0,83.0,85.0,85.0,85.0,85.0,83.0,82.0,83.0,82.0,82.0,78,77,77,77,79,80.0,80,80,80,80,1,82.4,81.4,81.6,81.8,79.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.54
UICS25-122,Urdaneta I Central School,11,84.0,83.0,84.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,85.0,85.0,86,85,85,86,86,82.0,83,80,82,82,1,83.8,83.6,83.4,84.0,84.33333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-340,Urdaneta I Central School,11,84.0,84.0,84.0,85.0,82.0,82.0,81.0,83.0,87.0,87.0,86.0,86.0,85.0,85,85,83,84,84,86.0,80,86,86,76,1,84.8,83.6,84.0,82.6,85.33333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,66.82
UICS25-116,Urdaneta I Central School,11,80.0,80.0,84.0,82.0,81.0,81.0,84.0,84.0,83.0,84.0,84.0,83.0,83.0,83,81,83,81,84,86.0,84,81,81,85,1,82.6,82.0,83.2,83.6,81.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.82
LANES25-108,Lananpin Elementary School,12,83.0,81.0,84.0,85.0,85.0,84.0,84.0,84.0,83.0,83.0,83.0,82.0,83.0,81,81,79,76,80,83.0,81,81,81,81,1,83.0,82.0,82.2,82.6,79.66666666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,62.7
