Learner ID,Gender,Age,Mother Tongue,Nutritional Status,Filipino 1,English 1,Math 1,Aral Pan 1,Filipino 2,English 2,Math 2,Aral Pan 2,Filipino 3,English 3,Math 3,Science 3,Aral Pan 3,Filipino 4,English 4,Math 4,Science 4,Aral Pan 4,Filipino 5,English 5,Math 5,Science 5,Aral Pan 5,MPS
UICS25-037,F,11,Tagalog,Normal,82,80,83,85,81,89,89,95,83,82,82,82,84,89,88,88,87,87,90,87,87,87,88,66.82
UICS25-038,F,12,Tagalog,Normal,84,83,85,84,88,87,86,87,87,86,85,85,85,83,84,85,85,87,88,89,88,89,89,66.82
UICS25-039,M,12,Tagalog,Normal,77,79,79,77,81,82,82,82,89,88,89,87,85,87,87,85,84,89,87,89,88,88,87,66.82
UICS25-040,M,12,Tagalog,Normal,85,84,88,85,88,87,88,88,87,86,87,87,86,86,86,85,85,86,81,87,86,88,86,66.82
UICS25-041,F,11,Tagalog,Normal,92,89,92,93,90,91,91,92,86,86,85,86,86,92,90,91,88,90,90,88,86,88,92,66.82
UICS25-042,M,11,Tagalog,Normal,87,87,88,85,91,93,91,87,88,85,92,89,90,85,88,86,86,86,86,92,91,91,92,66.82
UICS25-043,M,12,Tagalog,Normal,88,87,87,92,92,89,89,89,92,92,91,93,92,88,90,88,85,88,90,85,85,84,86,66.82
UICS25-044,M,11,Tagalog,Normal,82,82,84,84,83,83,83,84,84,82,82,83,83,84,85,86,85,83,84,85,86,85,85,66.82
UICS25-045,F,11,Tagalog,Normal,88,91,87,88,85,85,85,85,82,82,82,82,82,85,85,86,85,83,88,85,85,86,84,66.82
UICS25-046,M,11,Tagalog,Normal,90,89,90,91,90,90,90,91,92,93,90,92,92,90,91,88,86,89,90,87,87,86,86,66.82
UICS25-047,F,11,Tagalog,Normal,87,87,86,86,88,88,89,89,87,87,88,87,87,83,82,82,82,83,89,89,88,88,90,66.82
UICS25-048,M,11,Tagalog,Obese,87,79,85,87,88,87,86,89,89,87,86,87,88,90,90,88,84,89,88,88,87,86,87,66.82
UICS25-049,M,12,Tagalog,Overweight,89,91,87,88,90,89,90,90,89,89,89,87,87,91,91,93,91,91,89,87,89,88,90,66.82
UICS25-050,M,11,Kapampangan,Normal,90,94,90,90,89,88,87,87,85,86,85,84,84,90,90,90,90,90,88,88,88,88,87,66.82
UICS25-051,F,12,Tagalog,Normal,86,86,85,89,91,90,90,90,92,92,92,91,92,88,86,87,85,86,90,90,90,89,91,66.82
UICS25-052,F,11,Tagalog,Overweight,90,85,85,88,89,88,88,89,90,89,90,90,89,89,88,87,88,86,91,92,91,91,92,66.82
UICS25-053,F,11,Ilocano,Normal,85,84,86,86,88,87,87,88,87,85,85,85,85,91,91,88,86,89,91,90,90,90,90,66.82
UICS25-054,F,11,Tagalog,Normal,87,86,86,85,88,87,88,88,87,86,87,86,87,90,90,90,91,91,89,87,85,87,89,66.82
UICS25-055,F,11,Tagalog,Overweight,88,86,85,89,91,90,90,90,92,92,92,92,93,91,89,88,87,87,92,91,91,91,91,66.82
UICS25-056,F,11,Tagalog,Normal,82,81,80,82,86,86,85,85,85,85,83,84,84,90,90,89,90,90,91,90,88,90,90,66.82
UICS25-057,M,12,Tagalog,Normal,86,85,82,84,90,89,88,90,90,90,89,89,90,91,92,92,91,92,90,90,86,90,90,66.82
UICS25-058,F,11,Tagalog,Normal,89,89,89,91,90,89,89,90,89,88,88,87,87,88,88,88,86,86,86,86,86,87,87,66.82
UICS25-059,F,11,Tagalog,Normal,90,91,88,87,89,88,86,85,87,87,87,86,86,91,92,91,91,91,91,90,86,88,90,66.82
UICS25-060,M,11,Tagalog,Normal,80,79,79,79,88,87,87,88,87,87,86,86,87,85,86,85,84,84,79,77,77,77,77,66.82
UICS25-061,F,11,Tagalog,Normal,87,86,88,91,92,92,92,92,92,91,91,91,92,91,92,89,89,88,88,88,87,89,90,66.82
UICS25-062,F,11,Ilocano,Normal,84,83,84,84,89,88,88,88,89,88,87,88,87,85,84,85,84,84,88,90,86,88,87,66.82
UICS25-063,M,11,Tagalog,Normal,83,81,85,84,83,83,84,85,83,82,82,82,82,85,83,82,82,84,86,87,88,87,87,66.82
UICS25-064,F,12,Tagalog,Normal,90,89,91,97,93,92,92,93,91,90,90,90,90,94,91,88,88,89,93,90,92,88,92,66.82
UICS25-065,M,11,Tagalog,Normal,94,93,91,95,92,90,90,91,93,93,93,93,92,88,89,88,86,88,91,90,91,90,90,66.82
UICS25-066,F,12,Tagalog,Normal,94,89,93,91,93,92,92,92,91,90,90,90,92,91,89,88,88,88,90,90,91,90,90,66.82
UICS25-067,F,11,Tagalog,Normal,81,81,81,82,83,83,83,84,84,83,83,82,83,84,83,83,83,84,87,86,85,85,85,66.82
UICS25-068,M,12,Tagalog,Overweight,86,83,87,88,87,86,87,87,87,88,87,85,87,91,91,92,91,91,90,88,87,88,89,66.82
UICS25-069,M,11,Tagalog,Normal,89,87,90,90,86,85,86,87,86,83,84,86,86,90,91,91,91,90,87,87,86,86,90,66.82
UICS25-070,M,11,Tagalog,Normal,89,87,86,92,92,90,90,90,92,92,91,91,92,80,89,88,89,90,91,90,90,90,89,66.82
UICS25-071,F,12,Tagalog,Normal,86,86,91,87,87,91,89,88,88,90,89,89,90,88,90,86,89,85,92,87,84,89,89,66.82
UICS25-072,M,12,Tagalog,Obese,86,84,84,85,88,87,87,87,87,86,86,86,87,91,91,91,91,91,88,88,87,88,90,66.82
UICS25-073,M,11,Tagalog,Normal,87,87,89,90,88,89,86,90,90,90,90,90,90,90,91,88,87,89,90,89,90,89,90,66.82
UICS25-074,M,11,Tagalog,Overweight,78,78,78,79,78,78,78,80,83,82,82,83,83,82,81,80,81,81,87,87,87,87,87,66.82
UICS25-075,M,12,Tagalog,Normal,91,93,91,89,90,89,89,90,89,88,88,88,88,92,92,91,92,91,91,92,86,90,90,66.82
UICS25-076,M,12,Ilocano,Normal,90,91,90,89,88,87,88,87,89,88,89,90,87,93,93,92,93,94,92,87,86,87,90,66.82
UICS25-077,M,12,Ilocano,Normal,89,89,88,91,88,88,87,88,88,88,87,87,87,87,87,88,86,85,84,83,85,84,85,66.82
UICS25-078,M,11,Tagalog,Normal,91,88,88,93,92,90,90,91,93,93,92,93,93,95,94,88,90,92,91,92,91,91,90,66.82
UICS25-079,M,12,Tagalog,Overweight,,,,,91,90,90,90,93,92,91,91,92,91,90,87,87,87,89,90,89,89,90,66.82
UICS25-080,M,11,Tagalog,Normal,77,75,78,78,80,79,79,81,78,77,77,77,80,80,80,81,80,81,80,78,78,78,80,66.82
UICS25-081,M,12,Tagalog,Normal,90,88,89,93,92,92,93,92,92,91,90,91,92,92,89,90,89,90,93,89,91,88,93,66.82
UICS25-082,F,11,Tagalog,Normal,87,87,89,89,90,89,89,89,90,89,88,87,87,93,93,91,89,90,92,92,89,91,92,66.82
UICS25-083,F,11,Ilocano,Normal,90,84,85,84,88,86,87,87,86,83,83,86,85,88,87,86,86,87,87,85,85,86,87,66.82
UICS25-084,F,11,Ilocano,Normal,92,89,91,92,90,89,89,90,92,91,89,88,87,97,96,95,94,95,93,95,92,93,92,66.82
UICS25-085,F,12,Tagalog,Normal,89,87,87,87,88,84,87,87,84,83,83,84,85,91,91,91,91,92,92,89,87,88,90,66.82
UICS25-086,F,11,Tagalog,Normal,85,85,84,84,86,85,85,85,85,85,84,84,84,90,91,87,90,90,89,88,85,87,90,66.82
UICS25-087,F,11,Tagalog,Normal,87,87,86,91,91,92,90,93,90,89,89,89,89,86,86,88,86,84,88,89,89,89,89,66.82
UICS25-088,F,12,Tagalog,Normal,90,90,90,90,91,89,91,90,87,87,88,87,87,91,92,91,92,91,89,89,90,89,93,66.82
UICS25-089,F,11,Tagalog,Normal,87,82,85,84,89,88,89,89,89,87,88,89,89,88,87,87,86,86,88,88,89,91,89,66.82
UICS25-090,F,11,Tagalog,Normal,82,84,81,82,86,86,84,84,80,80,79,79,81,90,90,91,91,90,89,88,86,87,90,66.82
UICS25-091,F,11,Tagalog,Normal,86,85,85,86,88,89,88,89,87,86,87,87,87,86,86,85,85,86,85,85,85,84,86,66.82
UICS25-092,M,11,Tagalog,Severely Wasted,79,82,79,79,85,84,87,85,85,84,84,86,85,85,86,85,84,86,81,79,79,81,80,66.82
UICS25-093,M,11,Ilocano,Normal,79,79,79,79,79,79,80,80,79,79,79,80,81,82,80,80,80,85,86,86,86,85,85,66.82
UICS25-094,F,11,Tagalog,Normal,88,88,86,86,88,88,87,86,86,86,87,85,85,86,82,83,83,84,83,83,81,83,81,66.82
UICS25-095,F,11,Tagalog,Normal,84,85,85,86,86,85,85,86,85,85,85,85,86,86,85,86,84,87,87,86,85,86,86,66.82
UICS25-096,F,11,Ilocano,Normal,83,82,83,83,87,85,86,87,87,86,87,86,86,85,84,84,84,84,88,87,87,87,87,66.82
UICS25-097,M,12,Tagalog,Normal,90,84,84,91,92,92,92,93,90,90,91,91,91,88,86,87,85,84,88,88,89,88,90,66.82
UICS25-098,F,11,Tagalog,Normal,86,84,85,86,86,84,85,86,86,85,85,86,86,87,87,86,85,87,86,86,87,87,88,66.82
UICS25-099,F,11,Ilocano,Normal,79,80,80,81,80,81,81,82,83,82,84,82,83,79,78,79,79,80,80,80,80,80,80,66.82
UICS25-100,F,11,Tagalog,Normal,85,85,85,85,85,87,88,87,87,86,87,87,87,86,86,88,86,86,86,87,86,87,87,66.82
UICS25-101,M,12,Tagalog,Normal,79,78,78,77,77,76,77,79,82,81,81,81,82,84,83,81,79,83,81,81,81,82,82,66.82
UICS25-102,M,11,Tagalog,Normal,87,86,87,86,88,88,88,87,86,86,85,86,86,80,78,79,78,79,81,81,80,81,82,66.82
UICS25-103,M,12,Tagalog,Normal,79,77,75,79,82,82,82,82,80,82,81,83,82,83,81,81,81,84,81,80,80,82,82,66.82
UICS25-104,F,12,Ilocano,Normal,78,78,79,79,84,81,83,83,79,79,79,80,79,84,84,79,80,81,85,84,82,84,85,66.82
UICS25-105,F,11,Ilocano,Overweight,85,84,84,85,85,83,83,84,81,79,79,80,80,84,82,83,86,85,84,84,84,84,84,66.82
UICS25-106,F,13,Tagalog,Normal,80,80,80,80,80,80,80,80,79,79,79,79,79,87,85,87,88,85,77,76,77,77,77,66.82
UICS25-107,F,14,Ilocano,Overweight,87,86,89,88,83,81,84,82,79,78,79,78,78,78,77,77,78,78,81,81,80,80,83,66.82
UICS25-108,F,11,Ilocano,Normal,83,81,82,83,84,82,82,84,84,80,84,82,83,86,84,86,86,85,84,83,82,82,83,66.82
UICS25-109,M,12,Tagalog,Normal,83,82,85,83,85,85,85,85,82,81,81,81,82,84,83,82,83,84,84,82,80,80,83,66.82
UICS25-110,F,12,Ilocano,Normal,80,80,80,81,86,85,85,86,85,85,84,84,84,84,83,83,84,85,87,86,85,84,85,66.82
UICS25-111,M,11,Tagalog,Normal,82,81,84,89,81,81,82,85,85,83,83,84,85,80,80,80,79,80,82,81,82,81,82,66.82
UICS25-112,F,12,Tagalog,Normal,90,89,86,95,93,92,92,93,92,91,91,91,92,88,87,86,86,84,88,88,89,89,89,66.82
UICS25-113,M,11,Tagalog,Normal,81,81,80,80,88,87,87,86,86,85,86,85,86,78,78,78,79,79,81,81,80,81,81,66.82
UICS25-114,F,11,Tagalog,Normal,88,87,88,87,87,87,86,87,86,85,85,85,86,83,82,82,82,83,86,86,88,87,86,66.82
UICS25-115,F,11,Tagalog,Normal,92,94,93,92,89,87,87,89,86,85,85,85,86,86,85,86,84,83,83,82,81,82,80,66.82
UICS25-116,M,11,Ilocano,Wasted,80,80,84,82,81,81,84,84,83,84,84,83,83,83,81,83,81,84,86,84,81,81,85,66.82
UICS25-117,M,11,Tagalog,Normal,85,83,84,87,88,86,86,87,88,86,86,88,88,84,84,84,84,85,84,84,85,84,83,66.82
UICS25-118,M,12,Tagalog,Normal,89,83,87,86,80,80,80,80,82,82,82,81,82,80,78,78,78,78,80,80,80,79,79,66.82
UICS25-119,M,13,Tagalog,Normal,83,82,83,82,84,82,81,85,83,82,82,81,84,79,78,79,79,79,80,79,79,80,81,66.82
UICS25-120,M,11,Tagalog,Normal,77,76,77,77,84,82,81,82,81,80,79,79,80,79,78,79,79,79,79,78,78,79,80,66.82
UICS25-121,M,12,Tagalog,Normal,79,78,78,78,76,76,76,76,78,77,77,78,78,78,77,80,77,78,81,81,81,81,82,66.82
UICS25-122,M,11,Tagalog,Normal,84,83,84,83,83,83,84,84,84,84,84,85,85,86,85,85,86,86,82,83,80,82,82,66.82
UICS25-123,F,11,Ilocano,Normal,85,85,87,87,86,85,87,87,85,84,84,84,85,87,86,86,86,87,85,86,86,87,87,66.82
UICS25-124,F,11,Ilocano,Normal,84,84,85,84,87,85,85,87,86,83,83,85,85,84,83,83,84,85,86,83,82,82,85,66.82
UICS25-125,F,11,Ilocano,Normal,86,86,85,86,87,86,86,86,87,86,86,86,87,85,84,83,86,83,86,86,86,85,85,66.82
UICS25-126,F,11,Ilocano,Normal,82,83,82,82,85,84,84,85,83,81,81,82,83,84,86,84,84,85,86,87,85,85,85,66.82
UICS25-127,F,11,Tagalog,Normal,84,84,85,86,85,85,85,86,81,81,82,82,82,81,79,80,80,81,81,81,80,81,82,66.82
UICS25-128,F,12,Ilocano,Normal,90,90,91,89,89,90,90,90,90,89,89,87,87,85,85,85,84,85,87,86,86,87,87,66.82
UICS25-129,F,11,Tagalog,Normal,90,87,87,91,92,92,92,93,91,89,90,90,91,90,87,87,84,88,90,90,89,91,90,66.82
UICS25-130,F,11,Ilocano,Normal,87,87,90,89,91,89,89,90,88,85,87,87,88,85,84,85,86,84,87,85,84,84,86,66.82
UICS25-131,F,11,Pangasinan,Normal,85,85,85,85,88,88,88,89,87,86,87,87,87,84,84,85,84,84,87,86,86,88,86,66.82
UICS25-132,M,11,Tagalog,Normal,85,84,85,85,88,86,87,88,88,86,86,87,88,84,84,85,83,84,88,87,86,88,88,66.82
UICS25-133,M,11,Tagalog,Normal,77,76,77,77,82,81,82,82,81,80,80,80,80,80,79,79,79,79,81,80,79,79,80,66.82
UICS25-134,M,13,Tagalog,Normal,77,76,79,79,82,81,81,82,82,81,81,81,82,84,84,84,83,84,81,83,81,81,81,66.82
UICS25-135,M,11,Ilocano,Normal,85,85,83,84,86,84,83,85,83,82,82,83,83,85,84,83,83,85,87,86,85,87,83,66.82
UICS25-136,M,12,Tagalog,Normal,81,81,81,81,81,81,81,81,84,82,82,83,83,82,81,81,81,82,82,82,82,83,82,66.82
UICS25-137,M,11,Tagalog,Normal,78,78,76,78,83,82,82,83,82,81,81,80,80,82,78,78,80,79,85,83,83,83,85,66.82
UICS25-138,F,11,Ilocano,Normal,84,78,83,87,82,80,82,85,80,80,80,79,80,79,78,78,80,80,78,78,78,78,79,66.82
UICS25-139,M,12,Tagalog,Severely Wasted,78,78,78,78,79,78,78,79,79,77,76,77,78,81,80,79,79,79,80,79,79,79,80,66.82
UICS25-140,M,11,Ilocano,Normal,78,85,79,87,87,84,86,87,83,86,87,85,86,82,78,76,78,83,77,77,76,76,77,66.82
UICS25-141,M,12,Ilocano,Normal,82,80,82,81,82,81,81,83,80,81,81,80,82,85,83,84,83,85,84,83,82,85,83,66.82
UICS25-142,F,12,Tagalog,Normal,79,79,77,79,78,77,77,78,80,78,77,79,80,79,78,79,79,79,80,79,79,79,80,66.82
UICS25-143,M,12,Ilocano,Overweight,81,81,81,82,87,85,86,87,87,86,86,86,87,82,82,82,81,82,81,79,79,80,80,66.82
UICS25-144,M,12,Hiligaynon,Normal,87,81,85,87,86,85,88,86,89,86,87,89,87,86,88,83,88,84,87,81,77,80,80,66.82
UICS25-145,M,11,Ilocano,Normal,81,80,81,81,84,84,84,84,83,81,83,83,83,79,78,79,78,79,81,81,81,82,82,66.82
UICS25-146,M,11,Tagalog,Normal,82,81,81,82,85,84,83,85,81,81,81,81,81,81,81,83,81,81,76,76,76,76,76,66.82
UICS25-147,M,12,Tagalog,Normal,78,77,78,77,76,75,75,76,78,77,78,78,78,80,79,81,79,78,80,80,79,80,81,66.82
UICS25-148,M,11,Tagalog,Normal,77,76,78,79,82,81,81,83,81,80,80,80,80,81,80,79,79,79,80,79,79,79,80,66.82
UICS25-149,M,13,Ilocano,Normal,76,75,76,76,78,76,76,77,87,85,86,87,80,80,80,81,80,83,86,84,83,84,85,66.82
UICS25-150,F,11,Tagalog,Normal,80,80,78,80,81,81,79,79,77,76,76,77,77,81,80,80,80,80,81,80,80,80,81,66.82
UICS25-151,F,13,Tagalog,Normal,81,81,82,83,78,80,80,79,80,79,81,81,81,82,82,83,82,83,81,80,80,80,80,66.82
UICS25-152,M,11,Ilocano,Normal,84,82,84,84,85,85,85,86,82,82,82,82,82,84,84,85,84,86,83,83,84,83,84,66.82
UICS25-153,M,11,Ilocano,Normal,75,76,76,77,80,80,80,80,81,81,81,81,81,81,80,80,80,80,82,81,81,83,83,66.82
UICS25-154,F,11,Ilocano,Normal,78,76,78,79,79,79,80,79,80,78,79,79,80,80,79,78,78,78,77,77,77,77,77,66.82
UICS25-155,M,11,Ilocano,Normal,78,78,78,78,81,81,82,82,85,83,82,80,81,76,76,75,75,76,76,76,76,76,77,66.82
UICS25-156,M,11,Ilocano,Normal,80,79,80,80,81,80,80,81,80,79,79,79,80,78,78,77,78,79,78,78,78,78,79,66.82
UICS25-157,M,11,Ilocano,Normal,78,78,78,78,82,80,81,81,79,79,79,80,80,78,78,78,78,78,79,78,78,78,79,66.82
UICS25-158,M,12,Maranao,Normal,83,78,81,85,78,77,77,78,76,75,75,75,75,81,81,82,82,81,82,80,80,80,80,66.82
UICS25-159,M,11,Tagalog,Normal,90,90,93,92,91,89,92,91,87,87,86,87,86,87,87,86,86,85,86,85,87,88,86,66.82
UICS25-160,M,11,Tagalog,Normal,78,78,75,77,80,80,80,82,80,79,79,80,80,76,76,76,76,77,76,76,76,76,77,66.82
UICS25-161,M,11,Ilocano,Normal,80,79,79,78,84,82,83,83,81,80,81,80,81,78,78,77,78,78,78,78,79,78,81,66.82
UICS25-162,M,12,Tagalog,Normal,75,75,76,76,77,76,75,76,82,81,82,82,82,83,81,81,81,82,75,75,76,76,76,66.82
UICS25-163,M,13,Ilocano,Normal,75,76,75,75,77,76,76,77,76,76,76,76,76,75,75,75,75,75,76,76,76,76,76,66.82
UICS25-164,M,12,Tagalog,Normal,86,84,85,86,88,87,87,87,85,84,83,82,84,81,79,81,79,82,82,82,82,83,83,66.82
UICS25-165,M,12,Tagalog,Normal,85,81,84,85,86,84,84,86,85,84,84,84,84,84,86,87,85,86,87,85,87,86,87,66.82
UICS25-166,M,14,Tagalog,Normal,82,81,81,80,78,76,78,79,78,77,77,77,77,76,76,76,76,75,76,76,76,76,76,66.82
UICS25-167,M,12,Tagalog,Normal,77,76,77,78,75,75,75,76,78,77,77,78,78,77,77,77,76,77,76,76,76,76,75,66.82
UICS25-168,F,11,Tagalog,Normal,81,82,79,81,81,82,78,81,85,83,83,80,82,84,83,84,83,84,82,82,80,81,82,66.82
UICS25-169,F,12,Tagalog,Normal,79,79,79,79,78,78,78,78,80,79,79,79,81,79,77,77,78,79,80,81,83,83,86,66.82
UICS25-170,F,11,Tagalog,Normal,81,79,80,80,82,82,82,82,82,81,81,82,83,80,79,77,77,77,76,76,76,76,76,66.82
UICS25-171,M,13,Tagalog,Normal,83,82,84,84,82,82,82,82,81,81,80,80,81,84,83,83,83,83,87,84,80,82,86,66.82
UICS25-172,F,12,Tagalog,Normal,81,81,81,82,83,83,82,83,86,86,86,84,86,86,85,85,85,87,86,86,86,87,84,66.82
UICS25-173,M,12,Ilocano,Normal,75,75,75,75,76,76,75,76,77,77,77,78,79,80,79,79,78,77,80,80,80,79,81,66.82
UICS25-174,F,11,Tagalog,Normal,80,79,81,83,87,86,87,87,89,87,87,88,89,87,86,86,86,85,88,88,90,90,88,66.82
UICS25-175,M,11,Ilocano,Normal,82,81,80,81,83,82,81,82,83,83,84,82,83,85,84,84,83,85,86,86,85,87,83,66.82
UICS25-176,M,11,Ilocano,Normal,81,80,82,82,80,80,83,82,85,81,84,81,84,81,80,80,80,81,79,78,78,78,78,66.82
UICS25-177,M,11,Tagalog,Normal,86,86,87,86,87,87,87,87,87,86,86,86,86,83,81,80,81,81,86,85,86,85,85,66.82
UICS25-178,F,11,Tagalog,Normal,89,87,86,90,92,92,92,92,90,90,89,90,91,88,86,88,87,86,87,87,87,87,88,66.82
UICS25-179,F,11,Ilocano,Normal,86,85,86,85,88,86,86,87,85,83,85,82,84,82,81,82,81,82,83,81,81,81,83,66.82
UICS25-180,F,11,Ilocano,Normal,85,84,81,81,80,80,80,80,82,80,81,82,82,87,85,86,86,86,88,83,85,84,86,66.82
UICS25-181,F,11,Ilocano,Wasted,82,76,77,80,82,82,82,85,82,82,82,82,82,86,86,85,85,86,81,81,82,81,83,66.82
UICS25-182,F,11,Tagalog,Normal,88,83,83,89,92,92,92,92,92,92,91,90,91,91,89,87,86,89,90,89,87,89,90,66.82
UICS25-183,F,11,Pangasinan,Normal,76,75,77,78,84,84,84,85,85,85,84,84,86,83,82,82,82,83,82,80,80,80,82,66.82
UICS25-184,F,11,Ilocano,Wasted,83,80,80,84,85,85,85,85,84,83,82,83,84,84,84,86,85,84,83,80,80,81,82,66.82
UICS25-185,F,11,Tagalog,Wasted,79,79,80,81,82,87,82,83,84,85,85,86,87,86,86,87,85,85,83,81,81,82,83,66.82
UICS25-186,F,11,Tagalog,Normal,90,89,92,90,86,87,87,88,85,86,86,86,86,84,83,83,83,85,89,80,78,80,78,66.82
UICS25-187,M,11,Ilocano,Normal,87,87,87,86,87,82,87,88,85,86,86,87,86,86,86,85,85,86,80,84,84,84,88,66.82
UICS25-188,M,11,Tagalog,Normal,80,79,79,82,82,89,81,82,81,81,81,82,82,81,83,80,80,81,80,79,79,80,80,66.82
UICS25-189,F,11,Ilocano,Normal,89,91,90,91,90,86,88,89,86,82,82,86,83,86,85,85,86,87,84,84,84,84,85,66.82
UICS25-190,M,11,Ilocano,Normal,84,81,83,85,87,83,85,86,84,85,84,83,84,82,82,82,82,83,86,83,80,82,85,66.82
UICS25-191,M,11,Tagalog,Normal,80,77,80,84,84,84,84,86,83,81,82,82,83,79,78,77,79,79,79,80,79,79,81,66.82
UICS25-192,F,11,Ilocano,Overweight,77,75,76,76,84,85,83,84,76,76,76,76,76,83,83,83,82,82,82,83,81,81,81,66.82
UICS25-193,M,11,Ilocano,Normal,87,85,88,88,88,84,87,87,86,85,84,86,86,85,85,85,84,85,88,87,86,87,88,66.82
UICS25-194,M,11,Tagalog,Normal,85,83,85,84,86,90,84,85,83,82,82,82,83,83,82,84,82,83,81,81,80,80,81,66.82
UICS25-195,M,11,Ilocano,Overweight,88,90,87,86,91,86,89,90,87,87,87,87,87,82,81,81,81,82,83,83,83,83,84,66.82
UICS25-196,F,11,Tagalog,Normal,85,85,85,85,87,91,86,87,86,83,84,86,86,85,84,85,84,84,86,89,89,86,85,66.82
UICS25-197,M,11,Ilocano,Normal,86,83,85,85,91,88,89,90,90,88,89,92,89,86,86,83,84,85,80,80,79,81,81,66.82
UICS25-198,F,11,Tagalog,Normal,89,86,83,88,88,80,88,89,86,87,87,86,87,88,88,87,79,85,86,85,86,86,85,66.82
UICS25-199,F,10,Ilocano,Normal,82,81,82,84,81,80,80,82,82,81,81,82,82,81,80,80,85,79,83,82,83,82,83,66.82
UICS25-200,M,11,Tagalog,Normal,89,83,84,84,86,85,87,86,87,88,86,87,88,85,85,86,85,84,82,82,81,82,83,66.82
UICS25-201,F,11,Ilocano,Normal,89,88,89,88,88,90,89,89,88,89,88,81,86,81,86,86,86,87,86,87,87,86,81,66.82
UICS25-202,M,11,Ilocano,Obese,80,77,80,81,81,84,82,84,81,84,81,81,80,80,81,84,83,85,83,83,88,87,86,66.82
UICS25-203,M,12,Ilocano,Normal,87,85,85,87,87,82,83,86,84,85,84,83,85,85,85,82,82,82,83,82,83,83,80,66.82
UICS25-204,F,11,Tagalog,Normal,76,76,77,77,77,80,79,79,78,81,78,76,76,76,76,84,82,81,82,83,80,79,79,66.82
UICS25-205,F,12,Tagalog,Normal,85,86,86,86,86,80,83,80,80,80,80,80,80,80,80,83,82,80,83,84,86,85,85,66.82
UICS25-206,M,11,Ilocano,Normal,82,80,81,83,83,86,84,82,84,80,84,83,83,84,85,84,83,83,84,85,87,86,85,66.82
UICS25-207,F,12,Tagalog,Normal,87,86,86,86,86,86,86,86,84,86,84,83,82,82,83,85,86,88,86,84,87,86,87,66.82
UICS25-208,M,11,Tagalog,Normal,84,85,85,86,86,88,87,87,89,89,89,87,87,88,87,84,83,83,83,85,88,87,86,66.82
UICS25-209,F,11,Iloko,Normal,88,88,88,87,87,84,84,83,85,83,85,84,86,84,84,80,80,80,80,81,86,82,81,66.82
UICS25-210,M,11,Tagalog,Overweight,83,82,82,82,82,84,84,83,87,85,87,86,86,84,85,83,81,83,86,86,83,85,83,66.82
UICS25-211,F,11,Tagalog,Normal,82,81,81,81,81,83,83,83,83,83,83,83,82,82,82,82,81,81,81,82,78,78,78,66.82
UICS25-212,M,11,Iloko,Overweight,80,80,84,83,83,86,85,85,87,86,87,87,86,84,84,84,84,84,85,85,87,86,85,66.82
UICS25-213,F,11,Ilocano,Normal,86,83,87,85,85,87,87,88,87,89,87,86,87,87,86,88,87,87,87,85,85,85,85,66.82
UICS25-214,M,11,Tagalog,Overweight,83,83,87,88,88,81,83,84,83,88,83,83,84,84,84,85,85,85,84,85,86,85,84,66.82
UICS25-215,M,11,Ilocano,Normal,86,84,85,82,82,87,87,87,87,88,87,87,86,86,87,82,82,83,82,83,84,86,86,66.82
UICS25-216,F,11,Tagalog,Normal,84,81,81,85,85,86,86,85,82,88,82,82,82,81,83,84,83,82,83,83,83,81,81,66.82
UICS25-217,F,11,Tagalog,Normal,86,85,87,87,87,88,87,88,87,87,87,87,87,87,88,85,84,86,85,85,87,86,85,66.82
UICS25-218,F,11,Ilocano,Normal,80,83,85,84,84,92,89,92,87,90,87,86,88,90,89,83,82,82,82,84,81,81,81,66.82
UICS25-219,F,11,Ilocano,Normal,79,79,79,80,80,81,80,80,86,81,86,84,83,83,84,84,83,83,82,84,86,85,86,66.82
UICS25-220,M,11,Tagalog,Normal,90,91,89,89,89,87,90,91,89,87,89,90,90,89,84,85,86,87,85,85,87,87,88,66.82
UICS25-221,F,11,Iloko,Normal,89,86,87,91,91,90,87,86,86,90,86,86,86,85,86,85,83,80,87,85,85,86,83,66.82
UICS25-222,F,12,Pangasinan,Normal,87,86,86,87,87,88,87,86,86,87,86,86,85,85,86,83,82,81,82,83,83,82,81,66.82
UICS25-223,M,11,Ilocano,Overweight,76,76,76,76,76,81,80,81,81,82,81,80,80,80,82,83,82,81,81,83,82,82,81,66.82
UICS25-224,M,11,Tagalog,Overweight,81,80,81,82,82,86,85,86,86,86,86,85,87,86,85,84,83,82,82,84,84,81,80,66.82
UICS25-225,M,11,Tagalog,Overweight,81,80,84,83,83,84,84,85,85,85,85,84,85,84,84,80,84,84,85,85,86,85,84,66.82
UICS25-226,M,12,Ilocano,Overweight,84,81,86,84,84,81,80,82,87,82,87,83,79,84,77,80,80,81,81,82,82,79,80,66.82
UICS25-227,M,11,Ilocano,Normal,78,79,81,82,82,84,84,83,80,84,80,79,80,80,80,76,77,77,76,76,76,76,76,66.82
UICS25-228,M,11,Tagalog,Overweight,85,85,85,85,85,89,89,89,89,89,89,86,87,88,89,86,86,85,86,86,85,83,83,66.82
UICS25-229,F,13,Maranao,Normal,,,,92,92,89,91,91,90,91,90,88,89,88,91,87,85,87,81,89,87,89,88,66.82
UICS25-230,F,12,Ilocano,Normal,78,76,79,81,81,82,82,82,81,82,81,80,80,81,81,79,78,79,79,81,78,78,78,66.82
